Price,Description,Location,Area,No_rooms,No_bathrooms,City,Category,Price/m2
250000,"MUNICIPALITY OF PARIS, APARTMENT FOR SALE 2+1+2","Ne Hyrje te ""Komuna e Parisit""",125.0,2,2,Tirana,Sale,2000.0
1200,Two bedroom apartment for rent in Blloku area,Rruga Vaso Pasha,120.0,2,2,Tirana,Rent,10.0
250000,"TWO BEDROOM APARTMENT FOR SALE IN THE CENTER OF TIRANA, PIAZZA",Piazza,86.0,2,1,Tirana,Sale,2906.9767441860463
500,"Japim me qira apartament 2+1 në Sauk, pranë Akademisë së Policisë",,100.0,2,1,Tirana,Rent,5.0
125000,2+1+2 bedroom apartment for sale in Aura Complex!,Rruga Dritan Hoxha,113.0,2,2,Tirana,Sale,1106.1946902654868
400,"APARTMENT 2+1+2 FOR RENT, PORCELAIN!",,98.0,2,1,Tirana,Rent,4.081632653061225
350,"APARTMENT 2+1+2 FOR RENT, PORCELAIN!",,107.0,2,2,Tirana,Rent,3.2710280373831777
300,APARTMENT FOR RENT 1+1 IN PORCELAIN!,,75.0,1,1,Tirana,Rent,4.0
105000,"SUPER FURNISHED 2+1 APARTMENT FOR SALE IN GOLEM, NEAR HOTEL GRINT!",Golem,87.0,2,1,Durrës,Sale,1206.896551724138
105000,APARTMENT FOR SALE 2+1 IN YZBERISH,,105.0,2,1,Tirana,Sale,1000.0
118000,Apartment for sale in Astir,,109.0,2,2,Tirana,Sale,1082.5688073394494
175000,SUPER APARTMENT FOR SALE FIRST LINE 2+1 SEA VIEW ON KAVAJES ROCK!!!,,65.0,2,1,Durrës,Sale,2692.3076923076924
300,1+1 APARTMENT FOR RENT NEAR SKEMBI I KAVAJA!,,71.0,1,1,Durrës,Rent,4.225352112676056
40560,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,8.0,1,1,Durrës,Sale,5070.0
140960,APARTMENT FOR SALE IN GOLEM!,,88.0,2,1,Durrës,Sale,1601.8181818181818
55520,STUDIO APARTMENT FOR SALE IN GOLEM!,,34.0,1,1,Durrës,Sale,1632.9411764705883
100000,"2+1+2 APARTMENT FOR SALE, IN FRESKUT AREA, TIRANA!",Rruga Muhamet Deliu,120.0,3,2,Tirana,Sale,833.3333333333334
1000,"DRY LAKE, APARTMENT FOR RENT 2+1+2 PARKING SPACE",,105.0,2,2,Tirana,Rent,9.523809523809524
92000,"APARTMENT 1+1 FOR SALE, PARALLEL LIVING RESIDENCE!",Paralel Living Residence,74.0,1,1,Tirana,Sale,1243.2432432432433
48750,2+1 APARTMENT FOR SALE NEAR THE ROCK OF KAVAJA!,,97.0,2,1,Durrës,Sale,502.5773195876289
48750,EXCLUSIVE! 2+1 APARTMENT FOR SALE NEAR THE ROCK OF KAVAJA!,,97.0,2,1,Durrës,Sale,502.5773195876289
48750,2+1 APARTMENT FOR SALE NEAR THE ROCK OF KAVAJA!,,97.0,2,1,Durrës,Sale,502.5773195876289
230000,1+1 Apartment for sale at Santorini Residence in Dhermi!,Dhermi,86.0,1,1,Vlorë,Sale,2674.4186046511627
60000,APARTMENT 1+1 FOR SALE ON NOVEMBER 29 STREET!!,,60.0,1,1,Tirana,Sale,1000.0
45844,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,71.0,1,1,Durrës,Sale,645.6901408450705
97000,"TEK KOPSHTI BOTANIK, APARTAMENT 1+1 PER SHITJE!",,81.0,1,1,Tirana,Sale,1197.530864197531
101000,2+1 APARTMENT FOR SALE NEAR THE FORMER SPORTS PARK!,,112.0,2,2,Durrës,Sale,901.7857142857143
146637,APARTMENT FOR SALE 2+1+2 IN LAPRAKE,Rruga Dritan Hoxha,128.0,2,2,Tirana,Sale,1145.6015625
135815,APARTMENT FOR SALE 2+1+2 IN LAPRAKE,Dritan Hoxha,118.0,2,2,Tirana,Sale,1150.9745762711864
90000,"APARTMENT FOR SALE 1+1 IN LAPRAKE,",Rruga Dritan Hoxha,78.0,1,1,Tirana,Sale,1153.8461538461538
161000,1+1 Apartment for sale at Lake Thate,,115.0,1,1,Tirana,Sale,1400.0
142000,"APARTMENT 2+1+ GARAGE FOR SALE, NEAR ISMAIL QEMALI SCHOOL!",,107.0,2,1,Vlorë,Sale,1327.1028037383178
700,"APARTMENT 1+1 AT ""TIRANA GARDEN BUILDING""","""Tirana Garden Building""",70.0,1,1,Tirana,Rent,10.0
700,"APARTMENT 1+1 ""TIRANA GARDEN BUILDING""","""Tirana Garden Building""",73.0,1,1,Tirana,Rent,9.58904109589041
44863,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,69.0,1,1,Durrës,Sale,650.1884057971015
45552,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,70.0,1,1,Durrës,Sale,650.7428571428571
39240,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,60.0,1,1,Durrës,Sale,654.0
128000,1+1 APARTMENT FOR SALE NEAR THE CENTER,,75.0,1,1,Tirana,Sale,1706.6666666666667
68000,Apartament 1+1 per Shitje!,Rr.5 Maji,55.0,1,1,Tirana,Sale,1236.3636363636363
194200,"*BARGAIN* APARTMENT FOR SALE 2+1+3 TOILET ""BOULEVARDI ZOGU I PARE""!",Fakulteti'' Shkencave të Natyrës'',118.0,2,3,Tirana,Sale,1645.7627118644068
41000,We are selling a 1+1 apartment near the former City Hall,,97.0,1,1,Korçë,Sale,422.680412371134
57000,1+1 APARTMENT FOR SALE IN PISHA BUTA GOLEM!!,,60.0,1,1,Durrës,Sale,950.0
96000,2+1 APARTMENT FOR SALE IN STATIONI PARE BEACH!,,92.0,1,1,Durrës,Sale,1043.4782608695652
1250,Apartment + 2 Parkings at Lake Dry.,Liqeni i Thate.,120.0,3,2,Tirana,Rent,10.416666666666666
80000,We are selling a 1+1 apartment in Ali Dem!,,70.0,1,1,Tirana,Sale,1142.857142857143
145000,FOR SALE APARTMENT 2+2+2 CONVERTED INTO TWO APARTMENTS 1+1,,81.0,2,2,Tirana,Sale,1790.1234567901236
60000,1+1 Apartment for sale in Univers City,,71.0,1,1,Tirana,Sale,845.0704225352113
74171,"EXCLUSIVE! 2+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,114.0,2,2,Durrës,Sale,650.6228070175439
81880,"EXCLUSIVE! 2+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,98.0,2,2,Durrës,Sale,835.5102040816327
75000,1+1 APARTMENT FOR SALE NEAR THE FACULTY OF MEDICINE!,"Prane Amerikan 2, Rr. e Dibres",72.0,1,1,Tirana,Sale,1041.6666666666667
470,2+1 APARTMENT FOR RENT IN DURRES PORT AREA!,,135.0,2,1,Durrës,Rent,3.4814814814814814
45292,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,70.0,1,1,Durrës,Sale,647.0285714285715
47216,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,73.0,1,1,Durrës,Sale,646.7945205479452
38233,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,59.0,1,1,Durrës,Sale,648.0169491525423
65000,2+1 for sale in Iliria Beach,Plazh,98.0,2,1,Durrës,Sale,663.265306122449
140000,2+1 APARTMENT FOR SALE IN HIMARE!!,,112.0,2,1,Vlorë,Sale,1250.0
79000,We sell different typologies 1+1/2+1 near New Boulevard!,"Rr. ""Zenel Bastari""",68.0,1,1,Tirana,Sale,1161.764705882353
104650,We sell different typologies 1+1/2+1 near New Boulevard!,"Rr. ""Zenel Bastari""",90.0,2,1,Tirana,Sale,1162.7777777777778
120000,We sell different typologies 1+1/2+1 near New Boulevard!,"Rr. ""Zenel Bastari""",102.0,2,2,Tirana,Sale,1176.4705882352941
157000,APARTMENT FOR SALE 2+1+2,Rruga Pandeli Cale,113.0,2,2,Tirana,Sale,1389.3805309734514
44863,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,69.0,1,1,Durrës,Sale,650.1884057971015
45844,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,71.0,1,1,Durrës,Sale,645.6901408450705
47398,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,57.0,1,1,Durrës,Sale,831.5438596491229
55952,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,70.0,1,1,Durrës,Sale,799.3142857142857
180000,2+1 APARTMENT IN THE HALILI COMPLEX!,Rruga e Dibres,102.0,1,2,Tirana,Sale,1764.7058823529412
43602,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,67.0,1,1,Durrës,Sale,650.776119402985
45552,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,70.0,1,1,Durrës,Sale,650.7428571428571
40560,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,62.0,1,1,Durrës,Sale,654.1935483870968
38148,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,59.0,1,1,Durrës,Sale,646.5762711864406
43166,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,66.0,1,1,Durrës,Sale,654.030303030303
43166,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,66.0,1,1,Durrës,Sale,654.030303030303
43602,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,67.0,1,1,Durrës,Sale,650.776119402985
29438,"EXCLUSIVE! STUDIO FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,4529.0,1,1,Durrës,Sale,6.499889600353279
29978,"EXCLUSIVE! STUDIO FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,46.0,1,1,Durrës,Sale,651.695652173913
29978,"EXCLUSIVE! STUDIO APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,46.0,1,1,Durrës,Sale,651.695652173913
205000,"SUPER APARTMENT FOR SALE 2+1+2 IN THE FORMER REGION, DURRES!",Ish Rajoni i Policise,200.0,2,2,Durrës,Sale,1025.0
48548,"EXCLUSIVE! APARTMENT 1+1 WITH COURTYARD FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,59.0,1,1,Durrës,Sale,822.8474576271186
470,2+1 APARTMENT FOR RENT IN THE CENTER OF DURRES!,Poliklinika,76.0,2,1,Durrës,Rent,6.184210526315789
53566,"EXCLUSIVE! APARTMENT 1+1 WITH COURTYARD FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",,66.0,1,1,Durrës,Sale,811.6060606060606
96000,"APARTMENTS TYPE 1+1/2+1 FOR SALE, COLD WATER, VOLORE!",,56.3,1,1,Vlorë,Sale,1705.1509769094139
68000,APARTMENT 2+1+2 FOR SALE ON NEW STREET!,,122.0,2,2,Vlorë,Sale,557.3770491803278
210000,TWO BEDROOM APARTMENT WITH TWO TOILETS FOR SALE IN THE HALILI COMPLEX,,129.0,2,2,Tirana,Sale,1627.906976744186
750,JAPIM ME QERA APARTAMENT TEK FOLEJA E GJELBER,,78.0,1,1,Tirana,Rent,9.615384615384615
600000,HOUSE 5+2+2 AND 1200 M2 OF LAND ON THE BEACH FOR SALE!!,,1200.0,4,2,Durrës,Sale,500.0
38233,SALES OF APARTMENTS STARTED IN THE NEWEST COMPLEX IN GOLEM!!!,,8.0,1,1,Durrës,Sale,4779.125
36998,SALES OF APARTMENTS STARTED IN THE NEWEST COMPLEX IN GOLEM!!!,,7.0,1,1,Durrës,Sale,5285.428571428572
40482,SALES OF APARTMENTS STARTED IN THE NEWEST COMPLEX IN GOLEM!!,,62.0,1,1,Durrës,Sale,652.9354838709677
81000,SUPER APARTMENT FOR SALE 2+1 & 2 BALCONIES AT ISH-URT!!!,Ish URT,120.0,2,1,Durrës,Sale,675.0
300,1+1 for rent!,Vila e Zogut,60.0,1,1,Durrës,Rent,5.0
47912,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,74.0,1,1,Durrës,Sale,647.4594594594595
45552,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,70.0,1,1,Durrës,Sale,650.7428571428571
38200,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,59.0,1,1,Durrës,Sale,647.457627118644
1500,Apartment for rent 3+1+3 + parking post at Residence Touch of the Sun!,,169.0,3,3,Tirana,Rent,8.875739644970414
40482,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,62.0,1,1,Durrës,Sale,652.9354838709677
47229,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,73.0,1,1,Durrës,Sale,646.972602739726
256500,APARTMENT FOR SALE 3 + 1 + 2 NEAR THE NEW MARKET!,,135.0,3,2,Tirana,Sale,1900.0
47912,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,74.0,1,1,Durrës,Sale,647.4594594594595
45552,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,70.0,1,1,Durrës,Sale,650.7428571428571
44863,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,69.0,1,1,Durrës,Sale,650.1884057971015
38200,"EXCLUSIVE! 1+1 APARTMENT FOR SALE IN THE NEWEST GOLEM COMPLEX! €650/M2, POSSIBILITY OF PAYMENT IN INSTALLMENTS FOR 2 YEARS!",Golem,59.0,1,1,Durrës,Sale,647.457627118644
60000,1+1 Apartment for sale in Univers City,,71.0,1,1,Tirana,Sale,845.0704225352113
101000,1+1 APARTMENT FOR SALE IN A NEW BUILDING NEAR THE GRAND COMPLEX!,Rruga Ali Visha,70.0,1,1,Tirana,Sale,1442.857142857143
85000,1+1 APARTMENT FOR SALE NEAR THE COURT IN DURRES!,,87.0,1,1,Durrës,Sale,977.0114942528736
148000,"2+1 apartment for sale at ""Porta Tirana e Re"" Residence",Rezidenca 'Porta Tirana e Re',113.0,2,2,Tirana,Sale,1309.7345132743362
170000,APARTMENT FOR SALE 2+1+2 IN A NEW BUILDING NEAR THE GRAND COMPLEX!,"Rruga ""Ali Visha""",118.0,2,2,Tirana,Sale,1440.677966101695
89000,"APARTMENT FOR SALE 1+1, ""AURA RESIDENCE TIRANA"" LAPRAKE",Rruga Dritan Hoxha,77.0,1,1,Tirana,Sale,1155.844155844156
165000,2 + 1 apartment for sale in Bryl area.,,92.0,2,1,Tirana,Sale,1793.4782608695652
370,"APARTMENT 1+1 FOR RENT ON THE BEACH, DURRES!",,75.0,1,1,Durrës,Rent,4.933333333333334
800,ZYRE PER QIRA TE TREGU CAM!,,105.0,2,1,Tirana,Rent,7.619047619047619
180000,"APARTMENT 3+1+2, Mihal Grameno Street!",Rruga Mihal Grameno,132.0,3,2,Tirana,Sale,1363.6363636363637
275000,EXCLUSIVE! APARTMENT FOR SALE 2+1+2 IN THE SECRET GARDEN RESIDENCE,Secret Garden Residence,106.0,2,2,Tirana,Sale,2594.3396226415093
120000,2+1 APARTMENT FOR SALE AT SKEMBI KAVAJE!!,,115.0,2,2,Durrës,Sale,1043.4782608695652
280000,"RR. E BARRICADAV, APARTMENT FOR SALE 3+1",Rr. e Barrikadave,152.0,3,2,Tirana,Sale,1842.1052631578948
130000,Penthouse for sale in Shkoza,Shkozë,268.0,2,2,Tirana,Sale,485.07462686567163
128000,"AVIATION FIELD, APARTMENT FOR SALE 2+1",Ish Fusha e Aviacionit,106.0,2,1,Tirana,Sale,1207.5471698113208
200,1+1 FOR RENT NEAR THE MAIN ROAD IN KENETE!,Ish keneta,52.0,1,1,Durrës,Rent,3.8461538461538463
350,"2+1+2T APARTMENT FOR RENT, NEAR EFTALI KOCI SCHOOL!","prane shkolles ""Eftali Koci""",110.0,2,2,Durrës,Rent,3.1818181818181817
63000,"APARTMENT 1+1 FOR SALE, FIRST LINE TO THE SEA, RED WHEEL BEACH!!",,85.0,1,1,Durrës,Sale,741.1764705882352
152000,2+1 apartment for sale at Tregu Elektrik,,94.0,2,1,Tirana,Sale,1617.0212765957447
120000,"AT GERMAN VILLAS, 2+1 APARTMENT FOR SALE","Vilat Gjermane, Rruga Fuat Toptani",97.0,2,2,Tirana,Sale,1237.1134020618556
130000,"SHALVARET, APARTMENT FOR SALE 1+1",SHALLVARET,49.0,1,1,Tirana,Sale,2653.061224489796
70000,2+1 APARTMENT FOR SALE IN ORIKUM,Bulevardi Princesha Rugjine,110.0,2,1,Vlorë,Sale,636.3636363636364
14000,"Studio for sale near ""Formula Uno""",,34.0,1,1,Korçë,Sale,411.7647058823529
100300,APARTMENT FOR SALE WITH VIEW IN SARANDE,,59.0,1,1,Sarandë,Sale,1700.0
45000,We are selling a 2+1 apartment in district 18,,78.0,2,1,Korçë,Sale,576.9230769230769
63000,2+1 APARTMENT FOR SALE NEAR THE ROCK OF KAVAJA,,55.0,2,1,Durrës,Sale,1145.4545454545455
800,APARTMENT FOR RENT 2+1 ON 9 FLOORS IN THE CENTER,,78.0,2,1,Tirana,Rent,10.256410256410257
350,"JAPIM ME QIRA APARTAMENT 1+1 TEK GJIMNAZI ""A.Z.ÇAJUPI""","Rruga ""Kongresi i Manastirit""",67.0,1,1,Tirana,Rent,5.223880597014926
70000,1+1 APARTMENT FOR SALE IN GOLEM,Golem,104.0,1,1,Kavajë,Sale,673.0769230769231
1000,3+1+2 apartment for rent on Zogu i Pare Boulevard!,,106.0,3,2,Tirana,Rent,9.433962264150944
68000,APARTMENT FOR SALE WITH MORTGAGE 2+1,Prane Hotel Pampas,72.0,2,2,Durrës,Sale,944.4444444444445
500,APARTMENT FOR RENT 2+1+2 IN ASL COMPLEX,,119.0,2,2,Tirana,Rent,4.201680672268908
450,APARTMENT FOR RENT 2+1+2 IN ASL COMPLEX,,111.0,2,2,Tirana,Rent,4.054054054054054
500,APARTMENT FOR RENT 1+1 NEAR KAVAJA STREET,,46.0,1,1,Tirana,Rent,10.869565217391305
65000,"1+1 APARTMENT FOR SALE NEAR THE SEA, IN GOLEM!",Golem,58.0,1,1,Durrës,Sale,1120.6896551724137
700,APARTMENT FOR RENT 1+1 NEAR RING CENTER,,78.0,1,1,Tirana,Rent,8.974358974358974
145000,"BLACK BIRD, APARTMENT SUITABLE FOR BUSINESS FOR SALE",Zogu i Zi,51.0,1,1,Tirana,Sale,2843.1372549019607
134000,"BARGAIN, APARTMENT FOR SALE 2+1+2, NEW TIRANA GATE‼️",,107.0,2,2,Tirana,Sale,1252.3364485981308
156000,"BARGAIN, APARTMENT FOR SALE 2+1+2, NEW TIRANA GATE‼️",,126.0,2,2,Tirana,Sale,1238.095238095238
143000,"BARGAIN, APARTMENT FOR SALE 2+1+2, NEW TIRANA GATE‼️",,114.0,2,2,Tirana,Sale,1254.3859649122808
74000,1+1 apartment in Shengjin!!,Shengjin,62.0,1,1,Shëngjin,Sale,1193.5483870967741
135000,APARTMENT FOR SALE 2+1+2 IN THE NEW RING,Rruga Mikel Maruli,122.0,2,1,Tirana,Sale,1106.5573770491803
106400,2+1 APARTMENT FOR SALE IN SARANDE,,133.0,2,2,Sarandë,Sale,800.0
98400,APARTMENT FOR SALE 2+1 IN SARANDE,,123.0,2,2,Sarandë,Sale,800.0
72000,Shesim Apartament 2+1 ne qender te Shengjinit!,Shengjin,96.0,2,1,Shëngjin,Sale,750.0
160000,DUPLEX 3+1+2 FOR SALE AT DURRESI RESTAURANT!!!,,114.0,3,2,Tirana,Sale,1403.5087719298247
300000,SUPER APARTMENT 3+1+2 FOR SALE IN VLORE ‼️,Bulevardi Ismail Qemali,184.0,3,2,Vlorë,Sale,1630.4347826086957
60000,"2+1 apartment for sale near ""Formula Uno""",,120.0,2,1,Korçë,Sale,500.0
275000,APARTMENT FOR SALE 2+1+2 NEAR DECEMBER 21!,Rruga Frosina Plaku,138.0,2,2,Tirana,Sale,1992.7536231884058
900,"RENT, APARTMENT 3+1+2 with PARKING POST‼️",Rruga Peti,156.0,3,2,Tirana,Rent,5.769230769230769
50000,2+1 APARTMENT FOR SALE ON THE ROCK OF KAVAJA!!!,,73.0,2,1,Durrës,Sale,684.931506849315
82000,"OFFER FOR ONLY 618 EUROS M/2, APARTMENT 2+1, IN ILIRIA BEACH!!","Plazh,iliria",135.0,2,1,Durrës,Sale,607.4074074074074
147000,APARTMENT FOR SALE 2+1+2 IN THE AURA COMPLEX!,Rruga Dritan Hoxha,113.0,2,2,Tirana,Sale,1300.8849557522124
1100,2+1+2 apartment for rent on Rruga e Dibre!,Pas Hotel Melia,105.0,2,2,Tirana,Rent,10.476190476190476
300,APARTMENT FOR RENT IN PLEPA 1+1+ GARAGE !!,Plepa,70.0,1,1,Durrës,Rent,4.285714285714286
90000,APARTMENT FOR SALE 2+1+2 IN THE FORMER REGION IN DURRES!,,107.0,2,2,Durrës,Sale,841.1214953271028
165000,SUPER APARTMENT FOR SALE WITH SEA VIEW 2+1+2 IN VILLA E ZOGUT!,Vila e Zogut,100.0,2,2,Durrës,Sale,1650.0
117000,"2+1 apartment for sale at ""Tirana Golden Park"", near American Hospital 3",,91.0,2,1,Tirana,Sale,1285.7142857142858
1300,APARTMENT FOR RENT 2+1 NEAR THE CENTER,,95.0,2,2,Tirana,Rent,13.68421052631579
500,JEPET ME QIRA APARATMENT 1+1 ME VERAND NE VOLLGA DURRES,vollga,107.0,1,1,Durrës,Rent,4.672897196261682
600,Apartment for rent in the Zoo,Rruga Haxhi Brari,120.0,2,2,Tirana,Rent,5.0
74000,1+1 APARTMENT FOR SALE IN GOLEM!,Golem,65.0,1,1,Durrës,Sale,1138.4615384615386
150000,2+1+2 APARTMENT FOR SALE IN MYSLYM SHYRI!,,110.0,2,2,Tirana,Sale,1363.6363636363637
145000,APARTMENT FOR SALE 2+1 AT RESIDENCE KODRA E DIELLI 2!,,93.0,2,1,Tirana,Sale,1559.1397849462367
120000,APARTMENT FOR SALE 2+1 PLUS VERANDA IN YZBERISH!,,219.0,2,1,Tirana,Sale,547.945205479452
100000,"APARTMENT 1+1 FOR SALE, THE MOSQUE OF TABAKE!",,62.0,1,1,Tirana,Sale,1612.9032258064517
1400,"RENT, FURNISHED OFFICE ENVIRONMENT IN THE BLOCK!!",Rruga Abdyl Frashëri,132.0,3,2,Tirana,Rent,10.606060606060606
110000,2+1+separate kitchen for sale at the former train station!,Ish Stacioni Trenit,80.0,2,1,Tirana,Sale,1375.0
220000,Shesim Penthouse ne Sarande!,,150.0,3,2,Sarandë,Sale,1466.6666666666667
91000,"APARTMENT FOR SALE 2+1+2 ON THE BEACH, ILYRIA!","Plazh, Iliria",78.0,2,2,Durrës,Sale,1166.6666666666667
370,"1+1 APARTMENT FOR RENT IN ASL RESIDENCE, TIRANA PEDIATRIA.",Rezidenca Zirkon,69.0,1,1,Tirana,Rent,5.36231884057971
100000,FOR SALE 1+1+VERANDA WITH SEA VIEW AT KAVAJES ROCK!!,,90.0,1,1,Durrës,Sale,1111.111111111111
730,2+1 apartment for rent at the Ballet School,Xhamia e Tabakeve,127.0,2,2,Tirana,Rent,5.748031496062992
55000,1+1 APARTMENT FOR SALE AT CASA ITALIA,,60.0,1,1,Tirana,Sale,916.6666666666666
69000,1+1 APARTMENT FOR SALE NEAR DURRSI RESTAURANT!,"RRuga Ferit Xhajko, Restorant Durrsi",58.0,1,1,Tirana,Sale,1189.655172413793
600,2+1+2 apartment for rent in the Grand Complex!,,77.0,2,2,Tirana,Rent,7.792207792207792
200000,FOR SALE 2 APARTMENTS 2+1 AND 1+1 NEAR TV KLAN,,125.0,3,2,Tirana,Sale,1600.0
217000,Super Penthouse 4+1+2+ veranda for sale in Vlore!,Lagjia Pavaresia,328.0,4,2,Vlorë,Sale,661.5853658536586
190000,THREE BEDROOM APARTMENT FOR SALE NEAR KAVAJA STREET IN FRONT OF DELIJORGJI COMPLEX,Perballe Kompleksit Delijorgji,112.0,3,1,Tirana,Sale,1696.4285714285713
71600,"APARTMENT FOR SALE 1+1 AT ""URBAN GATE RESIDENCE""
ASTIR",Rruga ''Bulevard Kashar-Tirane'',72.0,1,1,Tirana,Sale,994.4444444444445
